87,"{'110345': 15, '11085': 13, '110795': 16, '13345': 12, '133413': 13, '1385': 10, '13813': 11, '13795': 13, '137913': 14}"
88,"{'988048': 19, '982096': 18, '982048': 17, '982024': 16, '984324': 17, '988924': 18, '248048': 17, '248024': 16, '244096': 17, '244048': 16, '242096': 16, '242048': 15, '242024': 14, '244324': 15, '244312': 14, '248924': 16, '248912': 15, '128024': 15, '128012': 14, '124048': 15, '124024': 14, '124012': 13, '122048': 14, '122024': 13, '122012': 12, '124312': 13, '128912': 14, '128927': 15, '278012': 15, '274012': 14, '272012': 13, '272027': 14, '274327': 15, '278912': 15, '278927': 16, '1158012': 17, '1154012': 16, '1152027': 16, '1154312': 16, '1154327': 17, '1158912': 17}"
89,"{'12590': 13, '12522': 11, '12595': 13, '13590': 13, '13522': 11, '13595': 13, '29590': 14, '29522': 12, '61590': 15, '61522': 13}"
90,"{'1124012': 16, '1122012': 15, '1121024': 15, '1121012': 14, '564012': 15, '562012': 14, '561024': 14, '561012': 13, '574012': 15, '5740111': 18, '5720111': 17, '571024': 14, '571012': 13, '5710111': 16, '1174012': 16, '11740111': 19, '1172012': 15, '11720111': 18, '1171012': 14}"
91,{}
92,"{'4210104': 16, '421052': 15, '421026': 14, '421027': 14, '421057': 15, '42552': 14, '42526': 13, '42527': 13, '42557': 14, '1010104': 14, '101052': 13, '101026': 12, '101027': 12, '105104': 13, '10552': 12, '10526': 11, '10527': 11, '10557': 12, '105117': 13, '510104': 13, '51052': 12, '51026': 11, '51027': 11, '55104': 12, '5552': 11}"
93,"{'97218': 15, '9724': 13, '93618': 14, '9364': 12, '9184': 11, '994': 10, '9214': 11, '9215': 11, '21724': 14, '21364': 13, '21184': 12, '2194': 11, '2195': 11, '21215': 12, '45724': 15, '45364': 14, '45184': 13, '4594': 12, '4595': 12, '45215': 13, '93724': 16, '93364': 15, '93184': 14, '9394': 13, '9395': 13, '93215': 14}"
94,"{'11811610': 17, '1185810': 16, '1182910': 15, '1186110': 16, '11812511': 17, '11911610': 17, '1195810': 16, '1192910': 15, '1196110': 16, '11912511': 17}"
95,{}
96,"{'11810820': 18, '1185420': 17, '1181320': 15, '1181310': 14, '1182910': 15, '11812310': 17, '2910820': 16, '2910810': 15, '295420': 15, '295410': 14, '291320': 13, '291310': 12, '292910': 13, '2912310': 15, '12310820': 18, '1235420': 17, '1235410': 16, '1231310': 14, '1232910': 15, '12312310': 17}"
97,"{'1192025': 16, '1194311': 16}"
98,"{'55243': 14, '5269': 11, '52643': 13, '5139': 10, '51343': 12, '5299': 11, '52943': 13, '5619': 12, '56143': 14, '55529': 15, '555243': 17, '55269': 14, '552643': 16, '55139': 13, '551343': 15, '55299': 14, '552943': 16, '556143': 17}"
99,{'1261255': 16}
